Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,DaysSinceEnrolled,YearsSinceEnrolled,Age,MntTotal,MntRegularProds,Children,HasChildren,AcceptedCmpTotal,HasAcceptedCmp,NumTotalPurchases,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Partner,Marital_Status_Single,AgeGroup_18-30,AgeGroup_31-45,AgeGroup_46-60,AgeGroup_61+
31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,122,0,34,48,37,1,1,0,0,4,1,0,0,0,0,0,1,0,1,0,0
51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,502,1,65,467,433,1,1,1,1,15,0,0,0,0,1,0,1,0,0,0,1
30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,551,1,43,44,37,2,1,0,0,5,0,0,1,0,0,0,1,0,1,0,0
16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,469,1,35,38,31,2,1,0,0,6,0,1,0,0,0,0,1,0,1,0,0
41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,235,0,46,81,57,2,1,0,0,6,0,0,1,0,0,1,0,0,0,1,0
39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,329,0,43,167,151,1,1,0,0,8,0,0,0,1,0,0,1,0,1,0,0
38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,50,0,59,45,40,2,1,0,0,5,0,0,0,0,1,1,0,0,0,1,0
77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,399,1,42,664,604,1,1,0,0,18,0,0,1,0,0,1,0,0,1,0,0
62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,292,0,50,622,563,1,1,0,0,17,1,0,0,0,0,1,0,0,0,1,0
13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,476,1,35,48,31,1,1,0,0,5,1,0,0,0,0,0,1,0,1,0,0
59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,249,0,39,461,403,1,1,0,0,14,0,0,1,0,0,1,0,0,1,0,0
72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,313,0,37,1073,1023,1,1,0,0,25,0,0,1,0,0,1,0,0,1,0,0
21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,295,0,28,55,44,1,1,0,0,6,1,0,0,0,0,1,0,1,0,0,0
67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,460,1,58,976,914,1,1,0,0,23,0,0,1,0,0,1,0,0,0,1,0
36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,13,0,34,20,19,1,1,0,0,4,0,0,0,0,1,0,1,0,1,0,0
71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,417,1,32,1149,1117,0,0,0,0,16,0,0,1,0,0,1,0,0,1,0,0
28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,14,0,53,43,33,0,0,0,0,5,0,1,0,0,0,1,0,0,0,1,0
47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,252,0,39,224,152,1,1,1,1,8,0,0,0,1,0,1,0,0,1,0,0
25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,649,1,40,101,90,1,1,0,0,6,0,0,0,0,1,0,1,0,1,0,0
51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,437,1,68,209,185,0,0,0,0,9,0,0,0,0,1,1,0,0,0,0,1
70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,632,1,29,968,942,0,0,0,0,20,0,0,1,0,0,0,1,1,0,0,0
85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,386,1,62,1165,1112,0,0,0,0,16,0,0,0,0,1,1,0,0,0,0,1
42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,103,0,47,24,24,1,1,0,0,4,0,0,1,0,0,1,0,0,0,1,0
42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,608,1,59,252,252,2,1,0,0,11,0,0,1,0,0,1,0,0,0,1,0
29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,669,1,29,165,148,1,1,0,0,8,0,0,1,0,0,0,1,1,0,0,0
28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,624,1,37,269,257,0,0,0,0,11,0,0,0,0,1,1,0,0,1,0,0
39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,327,0,41,102,89,1,1,0,0,6,0,0,0,0,1,1,0,0,1,0,0
65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,332,0,30,461,432,0,0,0,0,18,1,0,0,0,0,1,0,1,0,0,0
20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,559,1,35,47,32,1,1,0,0,5,0,1,0,0,0,0,1,0,1,0,0
42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,132,0,38,144,119,2,1,0,0,7,0,0,0,0,1,0,1,0,1,0,0
64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,623,1,46,1338,1308,0,0,0,0,23,0,0,1,0,0,1,0,0,0,1,0
71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,213,0,55,917,900,1,1,0,0,23,0,0,1,0,0,1,0,0,0,1,0
34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,544,1,43,318,303,2,1,0,0,12,0,0,1,0,0,1,0,0,1,0,0
46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,603,1,47,253,222,2,1,0,0,10,0,0,1,0,0,0,1,0,0,1,0
49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,646,1,41,502,433,1,1,0,0,15,0,0,1,0,0,1,0,0,1,0,0
36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,202,0,31,119,89,1,1,0,0,6,0,0,1,0,0,1,0,0,1,0,0
60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,670,1,35,1250,1122,2,1,0,0,16,1,0,0,0,0,1,0,0,1,0,0
77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,239,0,35,969,890,1,1,0,0,23,0,0,1,0,0,1,0,0,1,0,0
34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,328,0,64,76,59,2,1,0,0,6,0,0,1,0,0,1,0,0,0,0,1
48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,78,0,51,62,61,2,1,0,0,5,0,0,0,0,1,0,1,0,0,1,0
82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,318,0,52,1382,1282,0,0,1,1,25,1,0,0,0,0,1,0,0,0,1,0
37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,142,0,38,84,76,1,1,0,0,6,0,0,1,0,0,0,1,0,1,0,0
34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,351,0,62,255,188,2,1,1,1,9,0,0,1,0,0,1,0,0,0,0,1
28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,380,1,54,43,23,2,1,0,0,4,0,0,0,1,0,1,0,0,0,1,0
62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,269,0,59,398,346,1,1,0,0,13,0,0,1,0,0,0,1,0,0,1,0
36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,74,0,37,76,67,1,1,0,0,6,0,0,0,1,0,0,1,0,1,0,0
63404.0,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,23,0,50,902,885,2,1,1,1,13,0,0,1,0,0,1,0,0,0,1,0
75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,58,0,33,823,767,1,1,0,0,20,1,0,0,0,0,1,0,0,1,0,0
78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,2,0,38,1179,996,1,1,0,0,24,0,0,1,0,0,1,0,0,1,0,0
75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,623,1,40,1921,1884,1,1,1,1,28,0,0,1,0,0,1,0,0,1,0,0
59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,427,1,63,185,149,2,1,0,0,8,0,0,0,1,0,1,0,0,0,0,1
37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,466,1,48,433,394,2,1,0,0,14,0,0,1,0,0,0,1,0,0,1,0
44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,170,0,63,34,23,2,1,1,1,4,0,0,1,0,0,1,0,0,0,0,1
53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,386,1,56,907,825,1,1,0,0,22,0,0,1,0,0,1,0,0,0,1,0
7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,204,0,48,416,125,2,1,0,0,25,0,0,0,0,1,0,1,0,0,1,0
18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,390,1,50,44,34,2,1,0,0,6,0,0,1,0,0,0,1,0,0,1,0
90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,62,0,58,1588,1571,0,0,0,0,16,0,0,1,0,0,1,0,0,0,1,0
63159.0,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,601,1,40,1797,1760,0,0,1,1,16,0,0,0,0,1,0,1,0,1,0,0
37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,633,1,48,40,39,2,1,0,0,4,0,0,1,0,0,1,0,0,0,1,0
46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,590,1,51,1143,1021,1,1,0,0,15,0,0,0,0,1,0,1,0,0,1,0
79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,1,0,45,914,897,0,0,1,1,13,0,0,0,1,0,1,0,0,1,0,0
63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,525,1,22,1502,1432,0,0,1,1,11,0,0,1,0,0,1,0,1,0,0,0
72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,500,1,60,1338,1188,1,1,0,0,17,0,0,1,0,0,0,1,0,0,1,0
21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,343,0,31,27,26,1,1,0,0,4,0,0,0,0,1,1,0,0,1,0,0
58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,274,0,32,763,721,1,1,1,1,20,1,0,0,0,0,1,0,0,1,0,0
72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,345,0,63,1331,1178,0,0,0,0,21,0,0,1,0,0,0,1,0,0,0,1
50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,302,0,58,525,491,2,1,0,0,16,0,0,1,0,0,1,0,0,0,1,0
32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,14,0,53,9,8,2,1,0,0,3,0,0,0,0,1,1,0,0,0,1,0
62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,83,0,52,953,892,1,1,1,1,13,0,0,1,0,0,1,0,0,0,1,0
44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,261,0,43,68,65,2,1,0,0,5,0,0,0,1,0,0,1,0,1,0,0
33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,268,0,43,131,119,2,1,0,0,7,0,0,0,1,0,0,1,0,1,0,0
63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,324,0,46,882,720,1,1,0,0,20,0,0,1,0,0,1,0,0,0,1,0
52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,663,1,36,1149,917,0,0,0,0,23,1,0,0,0,0,1,0,0,1,0,0
25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,287,0,45,37,28,1,1,0,0,4,0,0,1,0,0,1,0,0,1,0,0
54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,308,0,49,388,338,1,1,0,0,13,0,0,0,0,1,0,1,0,0,1,0
78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,499,1,28,1428,1262,0,0,0,0,15,0,0,1,0,0,1,0,1,0,0,0
80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,402,1,56,1633,1541,0,0,0,0,23,0,0,0,1,0,1,0,0,0,1,0
22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,403,1,39,173,125,1,1,0,0,7,0,0,0,1,0,1,0,0,1,0,0
29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,264,0,27,99,90,1,1,0,0,7,0,0,1,0,0,0,1,1,0,0,0
44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,471,1,55,215,184,1,1,0,0,9,0,0,1,0,0,1,0,0,0,1,0
54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,497,1,52,929,894,1,1,0,0,23,0,0,0,0,1,1,0,0,0,1,0
48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,101,0,40,219,185,1,1,0,0,9,0,0,1,0,0,1,0,0,1,0,0
54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,291,0,37,174,152,2,1,0,0,8,0,0,1,0,0,1,0,0,1,0,0
41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,566,1,36,92,89,2,1,0,0,6,0,0,1,0,0,1,0,0,1,0,0
80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,293,0,44,1052,986,0,0,0,0,24,0,0,0,0,1,1,0,0,1,0,0
47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,464,1,57,275,255,1,1,1,1,11,0,0,1,0,0,1,0,0,0,1,0
62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,695,1,59,587,395,1,1,0,0,14,1,0,0,0,0,1,0,0,0,1,0
57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,645,1,60,1662,1486,1,1,0,0,22,0,0,0,0,1,0,1,0,0,1,0
32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,503,1,32,159,152,1,1,0,0,8,0,0,0,0,1,1,0,0,1,0,0
84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,391,1,61,1024,952,0,0,3,1,17,0,0,0,1,0,0,1,0,0,0,1
27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,67,0,46,35,32,1,1,0,0,5,0,0,0,1,0,0,1,0,0,1,0
68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,302,0,57,1042,957,0,0,0,0,14,0,0,0,1,0,1,0,0,0,1,0
65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,204,0,49,395,384,2,1,0,0,14,0,0,0,1,0,1,0,0,0,1,0
86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,655,1,39,557,494,0,0,3,1,22,0,0,0,0,1,1,0,0,1,0,0
4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,6,0,51,9,8,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
30093.0,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,356,0,24,69,53,0,0,0,0,5,0,0,1,0,0,1,0,1,0,0,0
57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,169,0,48,486,446,1,1,0,0,15,0,0,0,0,1,1,0,0,0,1,0
25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,147,0,26,34,25,1,1,0,0,4,0,0,1,0,0,0,1,1,0,0,0
83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,649,1,19,1365,1298,0,0,2,1,27,1,0,0,0,0,0,1,1,0,0,0
22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,406,1,39,13,11,1,1,0,0,3,0,0,1,0,0,1,0,0,1,0,0
72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,608,1,36,1401,1348,0,0,0,0,20,0,0,0,0,1,1,0,0,1,0,0
64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,534,1,53,1574,1544,0,0,0,0,13,0,0,1,0,0,1,0,0,0,1,0
82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,292,0,30,1323,1285,0,0,0,0,19,0,0,0,0,1,0,1,1,0,0,0
74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,321,0,43,1217,1205,1,1,2,1,28,0,0,0,1,0,0,1,0,1,0,0
58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,589,1,63,103,90,3,1,0,0,6,0,0,0,1,0,0,1,0,0,0,1
21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,360,0,38,84,66,0,0,0,0,6,0,0,0,1,0,1,0,0,1,0,0
70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,519,1,42,1536,1507,0,0,0,0,22,0,0,0,0,1,1,0,0,1,0,0
54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,649,1,29,581,484,1,1,0,0,16,0,0,1,0,0,1,0,1,0,0,0
69063.0,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,599,1,48,928,902,1,1,0,0,13,0,0,0,0,1,1,0,0,0,1,0
11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,196,0,39,14,8,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0
61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,326,0,35,424,397,1,1,0,0,14,0,0,1,0,0,0,1,0,1,0,0
70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,258,0,43,960,907,1,1,0,0,13,0,0,1,0,0,1,0,0,1,0,0
69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,597,1,32,1555,1460,0,0,1,1,19,0,0,1,0,0,1,0,0,1,0,0
60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,630,1,41,656,597,2,1,1,1,18,0,0,1,0,0,0,1,0,1,0,0
32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,296,0,46,55,47,2,1,0,0,6,0,0,0,1,0,1,0,0,0,1,0
34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,49,0,30,20,18,1,1,0,0,4,0,0,1,0,0,0,1,1,0,0,0
30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,636,1,43,367,347,1,1,0,0,13,0,0,0,1,0,1,0,0,1,0,0
82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,111,0,37,2257,2074,0,0,3,1,21,1,0,0,0,0,1,0,0,1,0,0
26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,120,0,47,42,34,1,1,0,0,5,0,0,0,0,1,0,1,0,0,1,0
69932.0,0,1,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,382,1,50,1049,992,1,1,0,0,24,0,0,1,0,0,0,1,0,0,1,0
44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,74,0,42,48,40,2,1,0,0,5,0,0,1,0,0,0,1,0,1,0,0
60200.0,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,543,1,66,685,659,1,1,0,0,19,0,0,0,0,1,0,1,0,0,0,1
49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,71,0,62,39,39,1,1,0,0,4,0,0,1,0,0,0,1,0,0,0,1
23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,142,0,27,43,27,0,0,0,0,4,1,0,0,0,0,0,1,1,0,0,0
33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,682,1,55,835,616,0,0,0,0,18,0,0,0,1,0,0,1,0,0,1,0
72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,159,0,56,1515,1312,0,0,1,1,19,0,0,1,0,0,1,0,0,0,1,0
69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,495,1,63,1039,982,1,1,0,0,24,0,0,0,0,1,1,0,0,0,0,1
70300.0,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,349,0,39,1596,1550,1,1,0,0,23,0,0,1,0,0,0,1,0,1,0,0
70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,622,1,30,1828,1795,0,0,0,0,17,0,0,0,0,1,1,0,1,0,0,0
30396.0,1,0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,60,0,45,34,22,1,1,1,1,4,0,0,0,0,1,1,0,0,1,0,0
50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,72,0,46,149,145,1,1,0,0,8,0,0,0,0,1,0,1,0,0,1,0
62772.0,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,406,1,45,946,838,1,1,1,1,22,0,0,0,1,0,0,1,0,1,0,0
30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,41,0,29,28,28,0,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0
52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,603,1,30,450,438,1,1,0,0,15,0,0,1,0,0,0,1,1,0,0,0
44155.0,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,161,0,57,46,32,2,1,0,0,4,0,0,0,0,1,1,0,0,0,1,0
86979.0,0,0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,234,0,43,1702,1667,0,0,1,1,15,0,0,0,0,1,0,1,0,1,0,0
76532.0,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,293,0,39,820,790,2,1,0,0,21,0,0,1,0,0,1,0,0,1,0,0
42081.0,1,0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,488,1,32,382,355,1,1,1,1,13,0,0,1,0,0,1,0,0,1,0,0
67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,667,1,26,2126,1954,0,0,0,0,19,0,0,0,0,1,1,0,1,0,0,0
88420.0,0,0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,58,0,25,2069,1916,0,0,3,1,19,0,0,0,1,0,1,0,1,0,0,0
31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,518,1,29,72,67,1,1,0,0,5,0,0,1,0,0,1,0,1,0,0,0
61671.0,0,1,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,26,0,46,732,704,1,1,2,1,20,0,0,1,0,0,0,1,0,0,1,0
69719.0,0,0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,34,0,40,801,758,0,0,0,0,10,0,0,1,0,0,0,1,0,1,0,0
49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,252,0,65,236,221,1,1,0,0,10,0,0,1,0,0,0,1,0,0,0,1
24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,658,1,36,80,44,1,1,1,1,4,0,1,0,0,0,1,0,0,1,0,0
90933.0,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,90,0,60,1685,1606,0,0,1,1,14,0,0,0,0,1,0,1,0,0,1,0
113734.0,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,32,0,69,277,274,0,0,0,0,27,0,0,0,0,1,0,1,0,0,0,1
59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,381,1,64,507,493,1,1,0,0,16,0,0,0,0,1,1,0,0,0,0,1
45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,491,1,50,68,64,2,1,0,0,5,0,0,0,0,1,1,0,0,0,1,0
22148.0,0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,77,0,31,49,38,0,0,0,0,4,0,0,1,0,0,0,1,0,1,0,0
73395.0,0,0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,103,0,27,397,386,0,0,0,0,14,0,0,0,1,0,1,0,1,0,0,0
29819.0,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,248,0,43,39,37,1,1,0,0,6,0,0,1,0,0,0,1,0,1,0,0
