Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,DaysSinceEnrolled,YearsSinceEnrolled,Age,AgeGroup,MntTotal,MntRegularProds,Children,HasChildren,AcceptedCmpTotal,HasAcceptedCmp,NumTotalPurchases
Basic,Partner,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,586,1,67,61+,28,20,0,0,0,0,3
Master,Partner,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,274,0,68,61+,1033,892,0,0,0,0,23
Graduation,Single,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,396,1,45,31-45,882,733,1,1,0,0,20
PhD,Partner,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,483,1,65,61+,2231,2188,0,0,3,1,13
PhD,Partner,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,621,1,53,46-60,1101,1080,1,1,1,1,16
Graduation,Partner,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,655,1,40,31-45,369,263,1,1,0,0,11
2n Cycle,Single,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,122,0,34,31-45,48,37,1,1,0,0,4
PhD,Single,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,502,1,65,61+,467,433,1,1,1,1,15
Graduation,Single,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,551,1,43,31-45,44,37,2,1,0,0,5
Basic,Single,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,469,1,35,31-45,38,31,2,1,0,0,6
Graduation,Partner,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,235,0,46,46-60,81,57,2,1,0,0,6
Master,Single,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,329,0,43,31-45,167,151,1,1,0,0,8
PhD,Partner,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,50,0,59,46-60,45,40,2,1,0,0,5
Graduation,Partner,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,399,1,42,31-45,664,604,1,1,0,0,18
2n Cycle,Partner,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,292,0,50,46-60,622,563,1,1,0,0,17
2n Cycle,Single,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,476,1,35,31-45,48,31,1,1,0,0,5
Graduation,Partner,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,249,0,39,31-45,461,403,1,1,0,0,14
Graduation,Partner,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,313,0,37,31-45,1073,1023,1,1,0,0,25
2n Cycle,Partner,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,295,0,28,18-30,55,44,1,1,0,0,6
Graduation,Partner,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,460,1,58,46-60,976,914,1,1,0,0,23
PhD,Single,36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,13,0,34,31-45,20,19,1,1,0,0,4
Graduation,Partner,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,417,1,32,31-45,1149,1117,0,0,0,0,16
Basic,Partner,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,14,0,53,46-60,43,33,0,0,0,0,5
Master,Partner,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,252,0,39,31-45,224,152,1,1,1,1,8
PhD,Single,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,649,1,40,31-45,101,90,1,1,0,0,6
PhD,Partner,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,437,1,68,61+,209,185,0,0,0,0,9
Graduation,Single,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,632,1,29,18-30,968,942,0,0,0,0,20
PhD,Partner,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,386,1,62,61+,1165,1112,0,0,0,0,16
Graduation,Partner,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,103,0,47,46-60,24,24,1,1,0,0,4
Graduation,Partner,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,608,1,59,46-60,252,252,2,1,0,0,11
Graduation,Single,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,669,1,29,18-30,165,148,1,1,0,0,8
PhD,Partner,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,624,1,37,31-45,269,257,0,0,0,0,11
PhD,Partner,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,327,0,41,31-45,102,89,1,1,0,0,6
2n Cycle,Partner,65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,332,0,30,18-30,461,432,0,0,0,0,18
Basic,Single,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,559,1,35,31-45,47,32,1,1,0,0,5
PhD,Single,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,132,0,38,31-45,144,119,2,1,0,0,7
Graduation,Partner,64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,623,1,46,46-60,1338,1308,0,0,0,0,23
Graduation,Partner,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,213,0,55,46-60,917,900,1,1,0,0,23
Graduation,Partner,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,544,1,43,31-45,318,303,2,1,0,0,12
Graduation,Single,46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,603,1,47,46-60,253,222,2,1,0,0,10
Graduation,Partner,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,646,1,41,31-45,502,433,1,1,0,0,15
Graduation,Partner,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,202,0,31,31-45,119,89,1,1,0,0,6
2n Cycle,Partner,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,670,1,35,31-45,1250,1122,2,1,0,0,16
Graduation,Partner,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,239,0,35,31-45,969,890,1,1,0,0,23
Graduation,Partner,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,328,0,64,61+,76,59,2,1,0,0,6
PhD,Single,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,78,0,51,46-60,62,61,2,1,0,0,5
2n Cycle,Partner,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,318,0,52,46-60,1382,1282,0,0,1,1,25
Graduation,Single,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,142,0,38,31-45,84,76,1,1,0,0,6
Graduation,Partner,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,351,0,62,61+,255,188,2,1,1,1,9
Master,Partner,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,380,1,54,46-60,43,23,2,1,0,0,4
Graduation,Single,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,269,0,59,46-60,398,346,1,1,0,0,13
Master,Single,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,74,0,37,31-45,76,67,1,1,0,0,6
Graduation,Partner,63404.0,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,23,0,50,46-60,902,885,2,1,1,1,13
2n Cycle,Partner,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,58,0,33,31-45,823,767,1,1,0,0,20
Graduation,Partner,78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,2,0,38,31-45,1179,996,1,1,0,0,24
Graduation,Partner,75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,623,1,40,31-45,1921,1884,1,1,1,1,28
Master,Partner,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,427,1,63,61+,185,149,2,1,0,0,8
Graduation,Single,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,466,1,48,46-60,433,394,2,1,0,0,14
Graduation,Partner,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,170,0,63,61+,34,23,2,1,1,1,4
Graduation,Partner,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,386,1,56,46-60,907,825,1,1,0,0,22
PhD,Single,7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,204,0,48,46-60,416,125,2,1,0,0,25
Graduation,Single,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,390,1,50,46-60,44,34,2,1,0,0,6
Graduation,Partner,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,62,0,58,46-60,1588,1571,0,0,0,0,16
PhD,Single,63159.0,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,601,1,40,31-45,1797,1760,0,0,1,1,16
Graduation,Partner,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,633,1,48,46-60,40,39,2,1,0,0,4
PhD,Single,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,590,1,51,46-60,1143,1021,1,1,0,0,15
Master,Partner,79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,1,0,45,31-45,914,897,0,0,1,1,13
Graduation,Partner,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,525,1,22,18-30,1502,1432,0,0,1,1,11
Graduation,Single,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,500,1,60,46-60,1338,1188,1,1,0,0,17
PhD,Partner,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,343,0,31,31-45,27,26,1,1,0,0,4
2n Cycle,Partner,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,274,0,32,31-45,763,721,1,1,1,1,20
Graduation,Single,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,345,0,63,61+,1331,1178,0,0,0,0,21
Graduation,Partner,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,302,0,58,46-60,525,491,2,1,0,0,16
PhD,Partner,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,14,0,53,46-60,9,8,2,1,0,0,3
Graduation,Partner,62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,83,0,52,46-60,953,892,1,1,1,1,13
Master,Single,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,261,0,43,31-45,68,65,2,1,0,0,5
Master,Single,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,268,0,43,31-45,131,119,2,1,0,0,7
Graduation,Partner,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,324,0,46,46-60,882,720,1,1,0,0,20
2n Cycle,Partner,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,663,1,36,31-45,1149,917,0,0,0,0,23
Graduation,Partner,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,287,0,45,31-45,37,28,1,1,0,0,4
PhD,Single,54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,308,0,49,46-60,388,338,1,1,0,0,13
Graduation,Partner,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,499,1,28,18-30,1428,1262,0,0,0,0,15
Master,Partner,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,402,1,56,46-60,1633,1541,0,0,0,0,23
Master,Partner,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,403,1,39,31-45,173,125,1,1,0,0,7
Graduation,Single,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,264,0,27,18-30,99,90,1,1,0,0,7
Graduation,Partner,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,471,1,55,46-60,215,184,1,1,0,0,9
PhD,Partner,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,497,1,52,46-60,929,894,1,1,0,0,23
Graduation,Partner,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,101,0,40,31-45,219,185,1,1,0,0,9
Graduation,Partner,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,291,0,37,31-45,174,152,2,1,0,0,8
Graduation,Partner,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,566,1,36,31-45,92,89,2,1,0,0,6
PhD,Partner,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,293,0,44,31-45,1052,986,0,0,0,0,24
Graduation,Partner,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,464,1,57,46-60,275,255,1,1,1,1,11
2n Cycle,Partner,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,695,1,59,46-60,587,395,1,1,0,0,14
PhD,Single,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,645,1,60,46-60,1662,1486,1,1,0,0,22
PhD,Partner,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,503,1,32,31-45,159,152,1,1,0,0,8
Master,Single,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,391,1,61,61+,1024,952,0,0,3,1,17
Master,Single,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,67,0,46,46-60,35,32,1,1,0,0,5
Master,Partner,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,302,0,57,46-60,1042,957,0,0,0,0,14
Master,Partner,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,204,0,49,46-60,395,384,2,1,0,0,14
PhD,Partner,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,655,1,39,31-45,557,494,0,0,3,1,22
PhD,Partner,4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,6,0,51,46-60,9,8,2,1,0,0,0
Graduation,Partner,30093.0,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,356,0,24,18-30,69,53,0,0,0,0,5
PhD,Partner,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,169,0,48,46-60,486,446,1,1,0,0,15
Graduation,Single,25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,147,0,26,18-30,34,25,1,1,0,0,4
2n Cycle,Single,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,649,1,19,18-30,1365,1298,0,0,2,1,27
Graduation,Partner,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,406,1,39,31-45,13,11,1,1,0,0,3
PhD,Partner,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,608,1,36,31-45,1401,1348,0,0,0,0,20
Graduation,Partner,64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,534,1,53,46-60,1574,1544,0,0,0,0,13
PhD,Single,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,292,0,30,18-30,1323,1285,0,0,0,0,19
Master,Single,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,321,0,43,31-45,1217,1205,1,1,2,1,28
Master,Single,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,589,1,63,61+,103,90,3,1,0,0,6
Master,Partner,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,360,0,38,31-45,84,66,0,0,0,0,6
PhD,Partner,70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,519,1,42,31-45,1536,1507,0,0,0,0,22
Graduation,Partner,54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,649,1,29,18-30,581,484,1,1,0,0,16
PhD,Partner,69063.0,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,599,1,48,46-60,928,902,1,1,0,0,13
2n Cycle,Single,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,196,0,39,31-45,14,8,0,0,0,0,3
Graduation,Single,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,326,0,35,31-45,424,397,1,1,0,0,14
Graduation,Partner,70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,258,0,43,31-45,960,907,1,1,0,0,13
Graduation,Partner,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,597,1,32,31-45,1555,1460,0,0,1,1,19
Graduation,Single,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,630,1,41,31-45,656,597,2,1,1,1,18
Master,Partner,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,296,0,46,46-60,55,47,2,1,0,0,6
Graduation,Single,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,49,0,30,18-30,20,18,1,1,0,0,4
Master,Partner,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,636,1,43,31-45,367,347,1,1,0,0,13
2n Cycle,Partner,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,111,0,37,31-45,2257,2074,0,0,3,1,21
PhD,Single,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,120,0,47,46-60,42,34,1,1,0,0,5
Graduation,Single,69932.0,0,1,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,382,1,50,46-60,1049,992,1,1,0,0,24
Graduation,Single,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,74,0,42,31-45,48,40,2,1,0,0,5
PhD,Single,60200.0,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,543,1,66,61+,685,659,1,1,0,0,19
Graduation,Single,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,71,0,62,61+,39,39,1,1,0,0,4
2n Cycle,Single,23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,142,0,27,18-30,43,27,0,0,0,0,4
Master,Single,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,682,1,55,46-60,835,616,0,0,0,0,18
Graduation,Partner,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,159,0,56,46-60,1515,1312,0,0,1,1,19
PhD,Partner,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,495,1,63,61+,1039,982,1,1,0,0,24
Graduation,Single,70300.0,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,349,0,39,31-45,1596,1550,1,1,0,0,23
PhD,Partner,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,622,1,30,18-30,1828,1795,0,0,0,0,17
PhD,Partner,30396.0,1,0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,60,0,45,31-45,34,22,1,1,1,1,4
PhD,Single,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,72,0,46,46-60,149,145,1,1,0,0,8
Master,Single,62772.0,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,406,1,45,31-45,946,838,1,1,1,1,22
PhD,Single,30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,41,0,29,18-30,28,28,0,0,0,0,5
Graduation,Single,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,603,1,30,18-30,450,438,1,1,0,0,15
PhD,Partner,44155.0,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,161,0,57,46-60,46,32,2,1,0,0,4
PhD,Single,86979.0,0,0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,234,0,43,31-45,1702,1667,0,0,1,1,15
Graduation,Partner,76532.0,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,293,0,39,31-45,820,790,2,1,0,0,21
Graduation,Partner,42081.0,1,0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,488,1,32,31-45,382,355,1,1,1,1,13
PhD,Partner,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,667,1,26,18-30,2126,1954,0,0,0,0,19
Master,Partner,88420.0,0,0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,58,0,25,18-30,2069,1916,0,0,3,1,19
Graduation,Partner,31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,518,1,29,18-30,72,67,1,1,0,0,5
Graduation,Single,61671.0,0,1,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,26,0,46,46-60,732,704,1,1,2,1,20
Graduation,Single,69719.0,0,0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,34,0,40,31-45,801,758,0,0,0,0,10
Graduation,Single,49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,252,0,65,61+,236,221,1,1,0,0,10
Basic,Partner,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,658,1,36,31-45,80,44,1,1,1,1,4
PhD,Single,90933.0,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,90,0,60,46-60,1685,1606,0,0,1,1,14
PhD,Single,113734.0,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,32,0,69,61+,277,274,0,0,0,0,27
PhD,Partner,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,381,1,64,61+,507,493,1,1,0,0,16
PhD,Partner,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,491,1,50,46-60,68,64,2,1,0,0,5
Graduation,Single,22148.0,0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,77,0,31,31-45,49,38,0,0,0,0,4
Master,Partner,73395.0,0,0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,103,0,27,18-30,397,386,0,0,0,0,14
Graduation,Single,29819.0,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,248,0,43,31-45,39,37,1,1,0,0,6
Graduation,Partner,45688.0,0,1,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,155,0,46,46-60,306,297,1,1,1,1,12
Graduation,Partner,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,414,1,60,46-60,976,923,0,0,0,0,13
PhD,Partner,60491.0,0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,296,0,43,31-45,1028,952,1,1,0,0,24
Graduation,Partner,33235.0,1,0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,144,0,28,18-30,70,64,1,1,0,0,6
Graduation,Partner,35701.0,0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,467,1,55,46-60,46,41,0,0,0,0,4
Master,Partner,31535.0,1,0,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,276,0,34,31-45,51,32,1,1,1,1,4
2n Cycle,Partner,92556.0,0,0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,70,0,54,46-60,1263,1235,0,0,0,0,21
Graduation,Single,67384.0,0,1,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,596,1,44,31-45,1490,1383,1,1,1,1,20
Master,Partner,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,623,1,43,31-45,1564,1549,0,0,0,0,23
Graduation,Partner,77870.0,0,1,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,676,1,47,46-60,1815,1682,1,1,2,1,15
PhD,Single,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,520,1,51,46-60,1198,1024,1,1,0,0,25
Graduation,Single,57107.0,0,1,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,674,1,46,46-60,416,279,1,1,2,1,16
Graduation,Partner,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,498,1,24,18-30,85,67,0,0,0,0,5
PhD,Single,36038.0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,394,1,33,31-45,47,40,1,1,0,0,6
